AgeC14intcal;C14Intcal20
7475;0.379313279
7480;0.306554903
7485;0.281765311
7490;0.320906435
7495;0.455898943
7500;0.590977637
7505;0.59846463
7510;0.33471372
7515;-0.120470706
7520;-0.495764721
7525;-0.535802816
7530;-0.224622581
7535;0.310091713
7540;0.876816053
7545;1.331909026
7550;1.595568962
7555;1.651830736
7560;1.484745188
7565;1.094302741
7570;0.576270189
7575;0.058327014
7580;-0.315880581
7585;-0.546354193
7590;-0.601173153
7595;-0.512254939
7600;-0.375364747
7605;-0.302224919
7610;-0.388594268
7615;-0.602553722
7620;-0.784499938
7625;-0.838670909
7630;-0.73314437
7635;-0.531763255
7640;-0.282406971
7645;-0.080838961
7650;0.072942531
7655;0.131056024
7660;0.061581167
7665;-0.119521704
7670;-0.364371269
7675;-0.657007191
7680;-0.917626683
7685;-1.130271005
7690;-1.278978228
7695;-1.363749948
7700;-1.384582973
7705;-1.357439232
7710;-1.282318726
7715;-1.17518179
7720;-1.067949092
7725;-0.960617439
7730;-0.901072624
7735;-0.857389189
7740;-0.84553066
7745;-0.865495442
7750;-0.885362867
7755;-0.873210668
7760;-0.78115944
7765;-0.625169516
7770;-0.4531219
7775;-0.328854736
7780;-0.284291887
7785;-0.351352424
7790;-0.545996681
7795;-0.804383322
7800;-0.950948669
7805;-0.842048115
7810;-0.509603927
7815;-0.129178984
7820;0.123663516
7825;0.169122059
7830;0.071037665
7835;-0.090787197
7840;-0.252511669
7845;-0.350292658
7850;-0.352212686
7855;-0.258266966
7860;-0.196141364
7865;-0.309477295
7870;-0.566355684
7875;-0.823130331
7880;-0.936161419
7885;-0.841604418
7890;-0.507540256
7895;0.05007201
7900;0.671628398
7905;1.101764197
7910;1.260676458
7915;1.260090714
7920;1.163846706
7925;0.955982503
7930;0.588620295
7935;0.141561595
7940;-0.209631039
7945;-0.28939281
7950;-0.161566492
7955;-0.017674182
7960;-0.033279719
7965;-0.192422606
7970;-0.399340361
7975;-0.606152778
7980;-0.685177181
7985;-0.65237231
7990;-0.507738164
7995;-0.299155746
8000;-0.122387861
