AICC-C14Be;C14Be 
6644.82837;2.17749
6650.272293;2.27385
6655.615272;2.30717
6660.947337;2.2221
6666.279402;2.02655
6671.611467;1.81146
6676.943533;1.55704
6682.275598;1.22179
6687.607663;0.732583
6692.939728;0.215921
6698.271793;-0.241236
6703.603859;-0.601331
6708.935924;-0.781354
6714.267989;-0.747705
6719.600054;-0.707907
6724.93212;-0.691607
6730.264185;-0.726474
6735.59625;-0.861916
6740.928315;-1.04457
6746.259207;-1.1934
6751.551359;-1.28468
6756.824728;-1.26506
6762.098098;-1.07918
6767.371467;-0.873304
6772.644837;-0.692892
6777.918207;-0.557705
6783.191576;-0.507268
6788.464946;-0.531699
6793.738315;-0.551937
6799.011685;-0.564031
6804.285054;-0.556118
6809.558424;-0.518314
6814.831793;-0.464456
6820.105163;-0.400466
6825.378533;-0.310536
6830.651902;-0.166992
6835.925272;0.0420257
6841.198641;0.227578
6846.629576;0.360022
6852.385489;0.393899
6858.15125;0.242246
6863.917011;-6.60188E-05
6869.684039;-0.176894
6875.492885;-0.228942
6881.322005;-0.0376251
6887.151126;0.529483
6892.980247;1.10279
6898.809368;1.54196
6904.638489;1.74423
6910.46761;1.48824
6916.296731;0.82932
6922.125852;0.216137
6927.954973;-0.303879
6933.784093;-0.663522
6939.613214;-0.787688
6945.442335;-0.854257
6951.258076;-0.898802
6957.007692;-0.903532
6962.748352;-0.828919
6968.489011;-0.686818
6974.22967;-0.560239
6979.93913;-0.461039
6985.617391;-0.41491
6991.295652;-0.457426
6996.973913;-0.529293
7002.652174;-0.598884
7008.330435;-0.660271
7014.008696;-0.715427
7019.686957;-0.760398
7025.365217;-0.805061
7031.043478;-0.855348
7036.721739;-0.915211
7042.4;-1.00046
7048.078261;-1.09329
7053.756315;-1.17001
7059.427554;-1.21873
7065.095489;-1.21378
7070.763424;-1.13143
7076.431359;-1.03492
7082.099293;-0.942035
7087.767228;-0.852785
7093.435163;-0.773088
7099.103098;-0.698993
7104.771033;-0.622594
7110.438967;-0.537956
7116.106902;-0.439149
7121.774837;-0.306407
7127.442772;-0.16147
7133.110707;-0.00631145
7138.778641;0.176858
7144.446576;0.427569
7150.114511;0.747802
7155.782446;0.971534
